Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Out of Scope,3510,Wed Aug 06 10:40:07 CDT 2025,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=115.13&pver=2.2,403,Forbidden,0,130,40,,false,
Out of Scope,3511,Wed Aug 06 10:40:09 CDT 2025,GET,https://owasp-juice.shop/,403,Forbidden,0,130,40,,false,
Processed,3512,Wed Aug 06 10:40:12 CDT 2025,GET,http://localhost:3000/,304,Not Modified,17,393,0,Medium,false,
Processed,3513,Wed Aug 06 10:40:13 CDT 2025,GET,http://localhost:3000/,200,OK,9,469,80117,Medium,false,
Processed,3514,Wed Aug 06 10:40:13 CDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,6,391,0,Medium,false,
Processed,3515,Wed Aug 06 10:40:13 CDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,39,392,0,Medium,false,
Processed,3516,Wed Aug 06 10:40:13 CDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,5,393,0,Medium,false,
Processed,3517,Wed Aug 06 10:40:13 CDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,18,394,0,Medium,false,
Processed,3518,Wed Aug 06 10:40:13 CDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,12,393,0,Medium,false,
Processed,3519,Wed Aug 06 10:40:14 CDT 2025,GET,http://localhost:3000/runtime.js,200,OK,6,479,3315,Medium,false,
Processed,3520,Wed Aug 06 10:40:14 CDT 2025,GET,http://localhost:3000/polyfills.js,200,OK,14,481,34840,Medium,false,
Processed,3521,Wed Aug 06 10:40:14 CDT 2025,GET,http://localhost:3000/main.js,200,OK,82,483,457995,Medium,false,
Processed,3522,Wed Aug 06 10:40:14 CDT 2025,GET,http://localhost:3000/vendor.js,200,OK,163,485,1622583,Medium,false,
Processed,3523,Wed Aug 06 10:40:14 CDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.css,200,OK,308,898,4064,Medium,false,
Processed,3524,Wed Aug 06 10:40:14 CDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/jquery/2.2.4/jquery.min.js,200,OK,408,921,85578,Medium,false,
Processed,3525,Wed Aug 06 10:40:14 CDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.js,200,OK,494,915,20808,Medium,false,
Processed,3526,Wed Aug 06 10:40:15 CDT 2025,GET,http://localhost:3000/assets/public/favicon_js.ico,200,OK,10,456,15086,Medium,false,
Processed,3527,Wed Aug 06 10:40:16 CDT 2025,GET,http://localhost:3000/styles.css,200,OK,22,469,685248,Medium,false,
Out of Scope,3528,Wed Aug 06 10:40:17 CDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,3529,Wed Aug 06 10:40:18 CDT 2025,GET,https://owasp.org/,403,Forbidden,0,130,40,,false,
Processed,3530,Wed Aug 06 10:40:18 CDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,12,392,0,Medium,false,
Out of Scope,3531,Wed Aug 06 10:40:18 CDT 2025,GET,https://owasp.org/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,3532,Wed Aug 06 10:40:18 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02baB,200,OK,8,230,96,Low,false,
Processed,3533,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/assets/i18n/en.json,200,OK,5,475,32473,Medium,false,
Processed,3534,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02blj,200,OK,3,230,96,Low,false,
Processed,3535,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,10,304,0,Medium,false,
Processed,3536,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,28,306,0,Medium,false,
Processed,3537,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/rest/languages,200,OK,158,388,4719,Medium,false,
Processed,3538,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,92,304,0,Medium,false,
Processed,3539,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,24,306,0,Medium,false,
Processed,3540,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,67,389,21730,Medium,false,
Processed,3541,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,46,389,21730,Medium,false,
Processed,3542,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,297,305,0,Medium,false,
Processed,3543,Wed Aug 06 10:40:19 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,219,386,696,Medium,false,
Processed,3544,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,7,393,0,Medium,false,
Processed,3545,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,33,384,20,Medium,false,
Processed,3546,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,13,389,21730,Medium,false,
Processed,3547,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,35,389,21730,Medium,false,
Processed,3548,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,52,384,20,Medium,false,
Processed,3549,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/rest/languages,200,OK,103,388,4719,Medium,false,
Processed,3550,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,46,306,0,Medium,false,
Processed,3551,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,142,389,21730,Medium,false,
Processed,3552,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,324,306,0,Medium,false,
Processed,3553,Wed Aug 06 10:40:21 CDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,200,OK,9,431,75029,Medium,false,
Processed,3554,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,560,306,0,Medium,false,
Processed,3555,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,488,386,696,Medium,false,
Processed,3556,Wed Aug 06 10:40:20 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,585,386,696,Medium,false,
Processed,3557,Wed Aug 06 10:40:21 CDT 2025,GET,http://localhost:3000/rest/products/search?q=,200,OK,76,389,13644,Medium,false,
Processed,3558,Wed Aug 06 10:40:21 CDT 2025,GET,http://localhost:3000/api/Quantitys/,200,OK,149,388,6258,Medium,false,
Processed,3559,Wed Aug 06 10:40:22 CDT 2025,GET,http://localhost:3000/MaterialIcons-Regular.woff2,200,OK,10,431,60840,Medium,false,
Processed,3560,Wed Aug 06 10:40:22 CDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02cd2&sid=fC0795pJVvtaSLfxAAAd,200,OK,19,213,2,Medium,false,
Processed,3561,Wed Aug 06 10:40:23 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=fC0795pJVvtaSLfxAAAd,101,Switching Protocols,7,129,0,Medium,false,
Processed,3562,Wed Aug 06 10:40:23 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02cd-&sid=fC0795pJVvtaSLfxAAAd,200,OK,13,230,32,Medium,false,
Processed,3563,Wed Aug 06 10:40:23 CDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02ciW&sid=1Ckly5jcNrgwjA0sAAAe,200,OK,3,213,2,Medium,false,
Processed,3564,Wed Aug 06 10:40:23 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02cj5&sid=1Ckly5jcNrgwjA0sAAAe,200,OK,3,230,32,Medium,false,
Processed,3565,Wed Aug 06 10:40:23 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=1Ckly5jcNrgwjA0sAAAe,101,Switching Protocols,8,129,0,Medium,false,
Processed,3566,Wed Aug 06 10:40:24 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,32,306,0,Medium,false,
Processed,3567,Wed Aug 06 10:40:24 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,23,306,0,Medium,false,
Processed,3568,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,5,392,0,Medium,false,
Processed,3569,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,304,Not Modified,9,392,0,Medium,false,
Processed,3570,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,10,392,0,Medium,false,
Processed,3571,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,5,392,0,Medium,false,
Processed,3572,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,304,Not Modified,6,392,0,Medium,false,
Processed,3573,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,8,392,0,Medium,false,
Processed,3574,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,8,392,0,Medium,false,
Processed,3575,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,304,Not Modified,10,392,0,Medium,false,
Processed,3576,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,24,393,0,Medium,false,
Processed,3577,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,304,Not Modified,11,392,0,Medium,false,
Processed,3578,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,304,Not Modified,3,392,0,Medium,false,
Processed,3579,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,304,Not Modified,10,392,0,Medium,false,
Processed,3580,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,200,OK,16,431,15291,Medium,false,
Processed,3581,Wed Aug 06 10:40:25 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02dK4&sid=fC0795pJVvtaSLfxAAAd,200,OK,295,229,1,Medium,false,
Processed,3582,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,200,OK,19,431,29163,Medium,false,
Processed,3583,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,200,OK,7,431,19833,Medium,false,
Processed,3584,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,200,OK,29,431,35878,Medium,false,
Processed,3585,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,200,OK,12,431,19001,Medium,false,
Processed,3586,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,200,OK,15,431,15072,Medium,false,
Processed,3587,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,200,OK,15,431,15910,Medium,false,
Processed,3588,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,200,OK,8,431,17080,Medium,false,
Processed,3589,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,200,OK,38,432,93641,Medium,false,
Processed,3590,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,200,OK,10,431,17038,Medium,false,
Processed,3591,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,200,OK,4,431,21524,Medium,false,
Processed,3592,Wed Aug 06 10:40:26 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,200,OK,5,431,26934,Medium,false,
Processed,3593,Wed Aug 06 10:40:27 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02dgQ&sid=1Ckly5jcNrgwjA0sAAAe,200,OK,978,229,1,Medium,false,
Out of Scope,3594,Wed Aug 06 10:40:32 CDT 2025,GET,https://www.youtube.com/watch?v=9PnbKL3wuH4,403,Forbidden,0,130,40,,false,
Out of Scope,3595,Wed Aug 06 10:40:32 CDT 2025,GET,https://www.youtube.com/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,3596,Wed Aug 06 10:40:37 CDT 2025,GET,http://localhost:3000/tutorial.js,200,OK,25,481,36237,Medium,false,
Processed,3597,Wed Aug 06 10:40:38 CDT 2025,GET,http://localhost:3000/assets/public/images/hackingInstructor.png,200,OK,11,427,824,Medium,false,
Processed,3598,Wed Aug 06 10:40:38 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,35,306,0,Medium,false,
Out of Scope,3599,Wed Aug 06 10:40:39 CDT 2025,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=115.13&pver=2.2,403,Forbidden,0,130,40,,false,
Out of Scope,3600,Wed Aug 06 10:40:40 CDT 2025,GET,https://owasp.org/,403,Forbidden,0,130,40,,false,
Out of Scope,3601,Wed Aug 06 10:40:42 CDT 2025,GET,https://owasp.org/,403,Forbidden,0,130,40,,false,
Out of Scope,3602,Wed Aug 06 10:40:43 CDT 2025,GET,https://www.youtube.com/watch?v=9PnbKL3wuH4,403,Forbidden,0,130,40,,false,
Processed,3603,Wed Aug 06 10:40:44 CDT 2025,GET,http://localhost:3000/,304,Not Modified,36,393,0,Medium,false,
Processed,3604,Wed Aug 06 10:40:45 CDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,6,391,0,Medium,false,
Processed,3605,Wed Aug 06 10:40:45 CDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,20,392,0,Medium,false,
Processed,3606,Wed Aug 06 10:40:45 CDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,41,394,0,Medium,false,
Processed,3607,Wed Aug 06 10:40:45 CDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,23,393,0,Medium,false,
Processed,3608,Wed Aug 06 10:40:46 CDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,4,393,0,Medium,false,
Processed,3609,Wed Aug 06 10:40:48 CDT 2025,GET,http://localhost:3000/,200,OK,12,469,80117,Medium,false,
Processed,3610,Wed Aug 06 10:40:49 CDT 2025,GET,http://localhost:3000/runtime.js,200,OK,9,479,3315,Medium,false,
Processed,3611,Wed Aug 06 10:40:50 CDT 2025,GET,http://localhost:3000/polyfills.js,200,OK,15,481,34840,Medium,false,
Processed,3612,Wed Aug 06 10:40:50 CDT 2025,GET,http://localhost:3000/main.js,200,OK,26,483,457995,Medium,false,
Processed,3613,Wed Aug 06 10:40:49 CDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.js,200,OK,129,907,20808,Medium,false,
Processed,3614,Wed Aug 06 10:40:50 CDT 2025,GET,http://localhost:3000/vendor.js,200,OK,113,485,1622583,Medium,false,
Processed,3615,Wed Aug 06 10:40:49 CDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.css,200,OK,188,906,4064,Medium,false,
Processed,3616,Wed Aug 06 10:40:50 CDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,3,392,0,Medium,false,
Processed,3617,Wed Aug 06 10:40:49 CDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/jquery/2.2.4/jquery.min.js,200,OK,253,917,85578,Medium,false,
Processed,3618,Wed Aug 06 10:40:50 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02jJu,200,OK,6,230,96,Low,false,
Processed,3619,Wed Aug 06 10:40:51 CDT 2025,GET,http://localhost:3000/assets/public/favicon_js.ico,200,OK,8,456,15086,Medium,false,
Out of Scope,3620,Wed Aug 06 10:40:51 CDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Processed,3621,Wed Aug 06 10:40:51 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,51,304,0,Medium,false,
Processed,3622,Wed Aug 06 10:40:51 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,23,306,0,Medium,false,
Processed,3623,Wed Aug 06 10:40:51 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,79,306,0,Medium,false,
Processed,3624,Wed Aug 06 10:40:51 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,180,304,0,Medium,false,
Processed,3625,Wed Aug 06 10:40:52 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,239,306,0,Medium,false,
Processed,3626,Wed Aug 06 10:40:52 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,256,389,21730,Medium,false,
Processed,3627,Wed Aug 06 10:40:51 CDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,735,306,0,Medium,false,
Processed,3628,Wed Aug 06 10:40:52 CDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,50,393,0,Medium,false,
Processed,3629,Wed Aug 06 10:40:51 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,1188,305,0,Medium,false,
Processed,3630,Wed Aug 06 10:40:52 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,998,386,696,Medium,false,
Processed,3631,Wed Aug 06 10:40:53 CDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,155,306,0,Medium,false,
Processed,3632,Wed Aug 06 10:40:53 CDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,211,306,0,Medium,false,
Processed,3633,Wed Aug 06 10:40:54 CDT 2025,GET,http://localhost:3000/styles.css,200,OK,33,469,685248,Medium,false,
Processed,3634,Wed Aug 06 10:40:55 CDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02kVt&sid=63-e8YJkDG0JeACrAAAh,200,OK,8,213,2,Medium,false,
Processed,3635,Wed Aug 06 10:40:55 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02kWQ&sid=63-e8YJkDG0JeACrAAAh,200,OK,2,230,32,Medium,false,
Processed,3636,Wed Aug 06 10:40:55 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=63-e8YJkDG0JeACrAAAh,101,Switching Protocols,8,129,0,Medium,false,
Processed,3637,Wed Aug 06 10:40:55 CDT 2025,GET,http://localhost:3000/assets/i18n/en.json,200,OK,15,475,32473,Medium,false,
Processed,3638,Wed Aug 06 10:40:55 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02kdk,200,OK,2,230,96,Low,false,
Processed,3639,Wed Aug 06 10:40:56 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,8,306,0,Medium,false,
Processed,3640,Wed Aug 06 10:40:56 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,36,384,20,Medium,false,
Processed,3641,Wed Aug 06 10:40:56 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,12,389,21730,Medium,false,
Processed,3642,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,24,306,0,Medium,false,
Processed,3643,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,37,304,0,Medium,false,
Processed,3644,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,36,389,21730,Medium,false,
Processed,3645,Wed Aug 06 10:40:56 CDT 2025,GET,http://localhost:3000/rest/languages,200,OK,268,388,4719,Medium,false,
Processed,3646,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,112,389,21730,Medium,false,
Processed,3647,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/,304,Not Modified,14,393,0,Medium,false,
Processed,3648,Wed Aug 06 10:40:56 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,648,386,696,Medium,false,
Processed,3649,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,635,386,696,Medium,false,
Processed,3650,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,14,392,0,Medium,false,
Processed,3651,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,200,OK,9,431,75029,Medium,false,
Processed,3652,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,304,Not Modified,11,392,0,Medium,false,
Processed,3653,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,9,392,0,Medium,false,
Processed,3654,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,7,392,0,Medium,false,
Processed,3655,Wed Aug 06 10:40:57 CDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,304,Not Modified,4,392,0,Medium,false,
Processed,3656,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,14,392,0,Medium,false,
Processed,3657,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,6,392,0,Medium,false,
Processed,3658,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,304,Not Modified,14,392,0,Medium,false,
Processed,3659,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,17,393,0,Medium,false,
Processed,3660,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,304,Not Modified,13,392,0,Medium,false,
Processed,3661,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,304,Not Modified,5,392,0,Medium,false,
Processed,3662,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,5,391,0,Medium,false,
Processed,3663,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,304,Not Modified,7,392,0,Medium,false,
Processed,3664,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,7,393,0,Medium,false,
Processed,3665,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,13,392,0,Medium,false,
Processed,3666,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,11,394,0,Medium,false,
Processed,3667,Wed Aug 06 10:40:58 CDT 2025,GET,http://localhost:3000/api/Quantitys/,200,OK,121,388,6258,Medium,false,
Processed,3668,Wed Aug 06 10:40:59 CDT 2025,GET,http://localhost:3000/rest/products/search?q=,200,OK,156,389,13644,Medium,false,
Processed,3669,Wed Aug 06 10:40:59 CDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,110,393,0,Medium,false,
Processed,3670,Wed Aug 06 10:40:59 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02lWy&sid=63-e8YJkDG0JeACrAAAh,200,OK,345,229,1,Medium,false,
Processed,3671,Wed Aug 06 10:41:00 CDT 2025,GET,http://localhost:3000/MaterialIcons-Regular.woff2,200,OK,7,431,60840,Medium,false,
Processed,3672,Wed Aug 06 10:41:00 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02lgm&sid=63-e8YJkDG0JeACrAAAh,200,OK,81,229,1,Medium,false,
Processed,3673,Wed Aug 06 10:41:01 CDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02lwW&sid=ymzuJj0YN6PVFl-2AAAj,200,OK,3,213,2,Medium,false,
Processed,3674,Wed Aug 06 10:41:01 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02lxR&sid=ymzuJj0YN6PVFl-2AAAj,200,OK,3,230,32,Medium,false,
Processed,3675,Wed Aug 06 10:41:01 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=ymzuJj0YN6PVFl-2AAAj,101,Switching Protocols,5,129,0,Medium,false,
Processed,3676,Wed Aug 06 10:41:03 CDT 2025,GET,http://localhost:3000/,304,Not Modified,15,393,0,Medium,false,
Processed,3677,Wed Aug 06 10:41:03 CDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,12,391,0,Medium,false,
Processed,3678,Wed Aug 06 10:41:03 CDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,4,392,0,Medium,false,
Processed,3679,Wed Aug 06 10:41:03 CDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,11,394,0,Medium,false,
Processed,3680,Wed Aug 06 10:41:03 CDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,23,393,0,Medium,false,
Processed,3681,Wed Aug 06 10:41:04 CDT 2025,GET,http://localhost:3000/,304,Not Modified,13,393,0,Medium,false,
Processed,3682,Wed Aug 06 10:41:04 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,35,306,0,Medium,false,
Processed,3683,Wed Aug 06 10:41:04 CDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,7,393,0,Medium,false,
Processed,3684,Wed Aug 06 10:41:04 CDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,15,391,0,Medium,false,
Processed,3685,Wed Aug 06 10:41:04 CDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,8,394,0,Medium,false,
Processed,3686,Wed Aug 06 10:41:04 CDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,8,393,0,Medium,false,
Processed,3687,Wed Aug 06 10:41:04 CDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,30,392,0,Medium,false,
Processed,3688,Wed Aug 06 10:41:04 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,200,OK,13,431,15291,Medium,false,
